,CLASS,PACKAGE,KILLED,MEMORY_ERROR,NO_COVERAGE,SURVIVED,TIMED_OUT,Total_Mutant,Mutation_Score,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED,Statement_Percentage,Branch_Percentage,CC
689,Weight,org.apache.commons.math3.optim.nonlinear.vector,1,0,1,0,0,2,50.0,40,26,4,0,12,8,4,4,2,4,40.0,0.0,8
690,Weight,org.apache.commons.math3.optimization,1,0,1,0,0,2,50.0,40,26,4,0,12,8,4,4,2,4,40.0,0.0,8
691,WeightedObservedPoint,org.apache.commons.math3.fitting,3,0,0,0,0,3,100.0,0,42,0,0,0,16,0,8,0,8,100.0,,8
692,WeightedObservedPoint,org.apache.commons.math3.optimization.fitting,3,0,0,0,0,3,100.0,0,42,0,0,0,16,0,8,0,8,100.0,,8
693,WeightedObservedPoints,org.apache.commons.math3.fitting,3,0,0,0,0,3,100.0,0,41,0,0,0,11,0,6,0,6,100.0,,6
694,Well1024a,org.apache.commons.math3.random,20,0,0,0,0,20,100.0,7,130,0,0,2,20,1,4,1,4,90.9090909090909,,5
695,Well19937a,org.apache.commons.math3.random,26,0,0,0,0,26,100.0,7,157,0,0,2,22,1,4,1,4,91.66666666666666,,5
696,Well19937c,org.apache.commons.math3.random,32,0,0,0,0,32,100.0,0,180,0,0,0,26,0,5,0,5,100.0,,5
697,Well44497a,org.apache.commons.math3.random,29,0,0,0,0,29,100.0,15,161,0,2,4,22,2,4,2,3,84.61538461538461,100.0,6
698,Well44497b,org.apache.commons.math3.random,35,0,0,0,0,35,100.0,7,185,0,2,2,26,1,5,1,4,92.85714285714286,100.0,6
699,Well512a,org.apache.commons.math3.random,22,0,0,0,0,22,100.0,15,117,0,0,4,17,2,3,2,3,80.95238095238095,,5
700,WelzlEncloser,org.apache.commons.math3.geometry.enclosing,19,0,0,5,4,28,82.14285714285714,4,207,1,19,1,45,1,14,0,5,97.82608695652173,95.0,15
701,WilcoxonSignedRankTest,org.apache.commons.math3.stat.inference,57,0,0,7,2,66,89.3939393939394,18,290,2,34,5,55,3,24,1,8,91.66666666666666,94.44444444444444,27
702,WilsonScoreInterval,org.apache.commons.math3.stat.interval,27,0,0,0,0,27,100.0,0,99,0,0,0,15,0,2,0,2,100.0,,2
703,ZipfDistribution,org.apache.commons.math3.distribution,83,0,1,26,4,114,76.31578947368422,10,433,3,35,4,84,4,38,1,22,95.45454545454545,92.10526315789474,42
