,CLASS,PACKAGE,KILLED,MEMORY_ERROR,NO_COVERAGE,SURVIVED,TIMED_OUT,Total_Mutant,Mutation_Score,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED,Statement_Percentage,Branch_Percentage,CC
168,Decimal64,org.apache.commons.math3.util,89,0,9,1,0,99,89.89898989898991,58,613,2,12,11,86,11,67,9,62,88.65979381443299,85.71428571428571,78
169,Decimal64Field,org.apache.commons.math3.util,4,0,0,0,0,4,100.0,0,16,0,0,0,7,0,6,0,6,100.0,,6
170,DefaultFieldMatrixChangingVisitor,org.apache.commons.math3.linear,0,0,1,1,0,2,0.0,2,10,0,0,1,5,1,3,1,3,83.33333333333334,,4
171,DefaultFieldMatrixPreservingVisitor,org.apache.commons.math3.linear,0,0,0,1,0,1,0.0,1,10,0,0,1,5,1,3,1,3,83.33333333333334,,4
172,DefaultIterativeLinearSolverEvent,org.apache.commons.math3.linear,5,0,3,0,0,8,62.5,11,49,3,1,2,17,3,6,1,6,89.47368421052632,25.0,9
173,DefaultMeasurementModel,org.apache.commons.math3.filter,2,0,0,0,0,2,100.0,11,15,0,0,2,6,1,3,1,3,75.0,,4
174,DefaultProcessModel,org.apache.commons.math3.filter,5,0,0,0,0,5,100.0,40,33,0,0,4,12,2,6,2,6,75.0,,8
175,DefaultRealMatrixChangingVisitor,org.apache.commons.math3.linear,0,0,1,1,0,2,0.0,2,6,0,0,1,3,1,3,1,3,75.0,,4
176,DefaultRealMatrixPreservingVisitor,org.apache.commons.math3.linear,0,0,0,1,0,1,0.0,1,6,0,0,1,3,1,3,1,3,75.0,,4
177,DefaultTransformer,org.apache.commons.math3.util,6,0,1,1,0,8,75.0,2,44,0,6,1,12,1,6,1,3,92.3076923076923,100.0,7
178,DenseWeightedEvaluation,org.apache.commons.math3.fitting.leastsquares,3,0,0,0,0,3,100.0,0,29,0,0,0,7,0,4,0,4,100.0,,4
179,DerivativeStructure,org.apache.commons.math3.analysis.differentiation,184,0,0,30,0,214,85.98130841121497,0,1806,2,68,0,314,2,122,0,89,100.0,97.14285714285714,124
180,DescriptiveStatistics,org.apache.commons.math3.stat.descriptive,55,0,1,8,0,64,85.9375,89,765,3,21,18,145,4,59,1,50,88.95705521472392,87.5,63
181,Dfp,org.apache.commons.math3.dfp,1077,0,48,29,7,1161,93.36778639104219,369,5297,81,699,82,1017,83,428,5,109,92.53867151956324,89.61538461538461,511
182,DfpDec,org.apache.commons.math3.dfp,112,0,13,10,1,136,83.08823529411767,133,616,12,100,25,110,22,57,10,10,81.48148148148148,89.28571428571429,79
183,DfpField,org.apache.commons.math3.dfp,49,0,10,28,2,89,57.30337078651685,48,841,7,39,11,165,18,49,11,33,93.75,84.78260869565217,67
184,DfpMath,org.apache.commons.math3.dfp,144,0,36,15,7,202,74.75247524752477,183,1679,40,154,36,337,30,88,2,19,90.3485254691689,79.38144329896907,118
185,DiagonalMatrix,org.apache.commons.math3.linear,62,0,0,8,0,70,88.57142857142857,3,409,1,37,1,84,1,42,0,24,98.82352941176471,97.36842105263158,43
186,DimensionMismatchException,org.apache.commons.math3.exception,1,0,0,0,0,1,100.0,0,25,0,0,0,6,0,3,0,3,100.0,,3
187,DiskGenerator,org.apache.commons.math3.geometry.euclidean.twod,12,0,0,0,0,12,100.0,0,297,0,6,0,33,0,6,0,3,100.0,100.0,6
188,Divide,org.apache.commons.math3.analysis.function,2,0,0,0,0,2,100.0,0,7,0,0,0,2,0,2,0,2,100.0,,2
189,DividedDifferenceInterpolator,org.apache.commons.math3.analysis.interpolation,16,0,0,0,0,16,100.0,0,100,0,4,0,17,0,5,0,3,100.0,100.0,5
190,DormandPrince54FieldIntegrator,org.apache.commons.math3.ode.nonstiff,12,0,0,0,1,13,100.0,0,566,0,6,0,75,0,11,0,8,100.0,100.0,11
191,DormandPrince54FieldStepInterpolator,org.apache.commons.math3.ode.nonstiff,4,0,0,1,0,5,80.0,0,918,1,3,0,124,1,4,0,3,100.0,75.0,5
192,DormandPrince54Integrator,org.apache.commons.math3.ode.nonstiff,24,0,0,0,2,26,100.0,0,318,0,4,0,16,0,7,0,5,100.0,100.0,7
193,DormandPrince54StepInterpolator,org.apache.commons.math3.ode.nonstiff,74,0,0,2,1,77,97.40259740259741,0,454,1,15,0,62,1,13,0,6,100.0,93.75,14
194,DormandPrince853FieldIntegrator,org.apache.commons.math3.ode.nonstiff,13,0,0,1,1,15,93.33333333333331,5,1978,1,7,1,229,1,11,0,8,99.56521739130434,87.5,12
195,DormandPrince853FieldStepInterpolator,org.apache.commons.math3.ode.nonstiff,9,0,0,1,0,10,90.0,0,2259,1,7,0,182,1,7,0,4,100.0,87.5,8
196,DormandPrince853Integrator,org.apache.commons.math3.ode.nonstiff,29,0,0,1,23,53,98.1132075471698,0,895,0,6,0,43,0,8,0,5,100.0,100.0,8
197,DormandPrince853StepInterpolator,org.apache.commons.math3.ode.nonstiff,250,0,0,5,1,256,98.046875,21,1578,5,43,4,116,5,29,0,10,96.66666666666667,89.58333333333334,34
198,DoublePoint,org.apache.commons.math3.ml.clustering,4,0,2,2,0,8,50.0,6,47,1,3,2,12,2,6,1,5,85.71428571428571,75.0,8
199,DummyLocalizable,org.apache.commons.math3.exception.util,0,0,3,0,0,3,0.0,15,0,0,0,6,0,4,0,4,0,0.0,,4
200,DummyStepHandler,org.apache.commons.math3.ode.sampling,0,0,2,0,0,2,0.0,18,0,0,0,8,0,7,0,7,0,0.0,,7
201,EarthMoversDistance,org.apache.commons.math3.ml.distance,6,0,0,1,0,7,85.71428571428571,0,37,0,2,0,9,0,3,0,2,100.0,100.0,3
202,Edge,org.apache.commons.math3.geometry.spherical.twod,19,0,3,18,0,40,47.5,35,236,1,11,4,47,1,14,0,9,92.15686274509804,91.66666666666666,15
203,EdgesBuilder,org.apache.commons.math3.geometry.spherical.twod,16,0,0,4,0,20,80.0,7,251,1,23,1,52,1,18,0,7,98.11320754716981,95.83333333333334,19
204,EigenDecomposition,org.apache.commons.math3.linear,401,0,22,49,2,474,85.0210970464135,147,2290,20,182,26,344,20,108,4,23,92.97297297297298,90.0990099009901,128
205,ElitisticListPopulation,org.apache.commons.math3.genetics,11,0,0,3,0,14,78.57142857142857,0,87,0,6,0,20,0,8,0,5,100.0,100.0,8
206,EmbeddedRungeKuttaFieldIntegrator,org.apache.commons.math3.ode.nonstiff,42,0,3,19,10,74,70.27027027027027,9,723,0,50,3,101,3,33,3,8,97.11538461538461,100.0,36
207,EmbeddedRungeKuttaIntegrator,org.apache.commons.math3.ode.nonstiff,85,0,0,10,14,109,90.82568807339449,0,626,0,54,0,112,0,36,0,9,100.0,100.0,36
208,EmpiricalDistribution,org.apache.commons.math3.random,112,0,9,21,0,142,78.8732394366197,57,893,6,54,21,186,13,62,7,38,89.85507246376811,90.0,75
209,EnclosingBall,org.apache.commons.math3.geometry.enclosing,12,0,0,1,0,13,92.30769230769229,0,55,0,4,0,11,0,9,0,7,100.0,100.0,9
210,EnumeratedDistribution,org.apache.commons.math3.distribution,30,0,12,7,0,49,61.224489795918366,75,233,17,25,17,45,14,15,2,6,72.58064516129032,59.523809523809526,29
211,EnumeratedIntegerDistribution,org.apache.commons.math3.distribution,32,0,0,4,0,36,88.8888888888889,0,371,0,30,0,66,0,28,0,13,100.0,100.0,28
212,EnumeratedRealDistribution,org.apache.commons.math3.distribution,44,0,0,4,0,48,91.66666666666666,10,431,3,37,1,81,3,34,0,17,98.78048780487805,92.5,37
213,EquationsMapper,org.apache.commons.math3.ode,6,0,0,0,0,6,100.0,16,43,2,2,2,12,2,5,0,5,85.71428571428571,50.0,7
214,Erf,org.apache.commons.math3.special,143,0,0,24,0,167,85.62874251497007,3,503,0,28,1,84,1,19,1,5,98.82352941176471,100.0,20
215,Euclidean1D,org.apache.commons.math3.geometry.euclidean.oned,3,0,0,0,0,3,100.0,3,30,0,0,1,9,1,7,1,7,90.0,,8
216,Euclidean2D,org.apache.commons.math3.geometry.euclidean.twod,4,0,0,0,0,4,100.0,3,17,0,0,1,7,1,6,1,6,87.5,,7
217,Euclidean3D,org.apache.commons.math3.geometry.euclidean.threed,4,0,0,0,0,4,100.0,3,17,0,0,1,7,1,6,1,6,87.5,,7
218,EuclideanDistance,org.apache.commons.math3.ml.distance,1,0,0,0,0,1,100.0,0,7,0,0,0,2,0,2,0,2,100.0,,2
219,EuclideanDoublePoint,org.apache.commons.math3.stat.clustering,11,0,2,1,0,14,78.57142857142857,6,85,1,7,2,16,2,9,1,6,88.88888888888889,87.5,11
220,EuclideanIntegerPoint,org.apache.commons.math3.stat.clustering,11,0,2,1,0,14,78.57142857142857,6,84,1,7,2,16,2,9,1,6,88.88888888888889,87.5,11
221,EulerFieldIntegrator,org.apache.commons.math3.ode.nonstiff,4,0,0,0,0,4,100.0,0,47,0,0,0,8,0,5,0,5,100.0,,5
222,EulerFieldStepInterpolator,org.apache.commons.math3.ode.nonstiff,2,0,0,3,0,5,40.0,0,83,1,3,0,9,1,4,0,3,100.0,75.0,5
223,EulerStepInterpolator,org.apache.commons.math3.ode.nonstiff,13,0,0,2,0,15,86.66666666666669,0,100,1,7,0,13,1,7,0,4,100.0,87.5,8
224,EvaluationRmsChecker,org.apache.commons.math3.fitting.leastsquares,4,0,0,0,0,4,100.0,5,31,0,4,2,8,1,4,1,2,80.0,100.0,5
225,EventFilter,org.apache.commons.math3.ode.events,25,0,4,11,0,40,62.5,24,237,2,20,4,42,3,13,1,4,91.30434782608695,90.9090909090909,16
226,EventState,org.apache.commons.math3.ode.events,78,0,6,13,3,100,81.0,68,575,10,64,14,109,14,40,5,12,88.6178861788618,86.48648648648648,54
227,ExceptionContext,org.apache.commons.math3.exception.util,45,0,1,0,0,46,97.82608695652172,3,342,0,20,1,79,1,27,1,17,98.75,100.0,28
228,Exp,org.apache.commons.math3.analysis.function,0,0,2,1,0,3,0.0,7,6,0,0,2,2,2,2,2,2,50.0,,4
229,ExpandableStatefulODE,org.apache.commons.math3.ode,32,0,4,0,0,36,88.8888888888889,57,313,4,14,7,65,6,21,2,16,90.27777777777779,77.77777777777779,27
230,Expm1,org.apache.commons.math3.analysis.function,1,0,2,0,0,3,33.33333333333333,7,6,0,0,2,2,2,2,2,2,50.0,,4
231,ExponentialDecayFunction,org.apache.commons.math3.ml.neuralnet.sofm.util,14,0,0,1,0,15,93.33333333333331,0,70,0,8,0,13,0,6,0,2,100.0,100.0,6
232,ExponentialDistribution,org.apache.commons.math3.distribution,45,0,2,7,2,56,83.92857142857143,11,252,0,24,4,61,3,28,3,16,93.84615384615384,100.0,31
233,FDistribution,org.apache.commons.math3.distribution,56,0,0,4,1,61,93.44262295081968,0,241,0,12,0,56,0,24,0,18,100.0,100.0,24
234,FastCosineTransformer,org.apache.commons.math3.transform,57,0,0,1,0,58,98.27586206896551,0,303,0,14,0,44,0,11,0,4,100.0,100.0,11
235,FastFourierTransformer,org.apache.commons.math3.transform,194,0,6,3,1,204,95.58823529411764,78,1659,17,76,12,223,15,50,0,18,94.8936170212766,81.72043010752688,65
236,FastHadamardTransformer,org.apache.commons.math3.transform,43,0,1,0,2,46,97.82608695652172,21,208,1,17,3,39,2,13,1,5,92.85714285714286,94.44444444444444,15
237,FastMath,org.apache.commons.math3.util,2129,0,42,334,12,2517,85.06158124751687,253,8569,54,798,42,1503,50,487,7,101,97.28155339805825,93.66197183098592,537
238,FastMathCalc,org.apache.commons.math3.util,0,0,245,0,0,245,0.0,1920,0,62,0,277,0,49,0,18,0,0.0,0.0,49
239,FastMathLiteralArrays,org.apache.commons.math3.util,4,0,0,1,0,5,80.0,3,33548,0,0,1,10,1,6,1,6,90.9090909090909,,7
240,FastSineTransformer,org.apache.commons.math3.transform,42,0,0,1,0,43,97.67441860465117,0,247,0,14,0,40,0,11,0,4,100.0,100.0,11
241,FeatureInitializerFactory,org.apache.commons.math3.ml.neuralnet,5,0,1,2,0,8,62.5,18,75,0,0,3,11,2,7,2,7,78.57142857142857,,9
242,FieldBracketingNthOrderBrentSolver,org.apache.commons.math3.analysis.solvers,82,0,5,29,1,117,70.94017094017093,49,687,5,61,8,122,8,38,3,8,93.84615384615384,92.42424242424242,46
243,FieldEquationsMapper,org.apache.commons.math3.ode,53,0,0,3,0,56,94.64285714285714,0,355,0,26,0,61,0,22,0,9,100.0,100.0,22
244,FieldEventState,org.apache.commons.math3.ode.events,27,0,24,17,3,71,42.25352112676056,166,397,27,37,22,74,21,24,3,10,77.08333333333334,57.8125,45
245,FieldExpandableODE,org.apache.commons.math3.ode,14,0,0,1,0,15,93.33333333333331,0,142,0,4,0,28,0,7,0,5,100.0,100.0,7
246,FieldHermiteInterpolator,org.apache.commons.math3.analysis.interpolation,46,0,0,4,0,50,92.0,0,415,0,30,0,64,0,19,0,4,100.0,100.0,19
247,FieldLUDecomposition,org.apache.commons.math3.linear,144,0,0,5,0,149,96.64429530201343,22,989,4,104,2,162,4,63,0,13,98.78048780487805,96.29629629629629,67
248,FieldODEState,org.apache.commons.math3.ode,16,0,0,0,0,16,100.0,0,106,0,10,0,19,0,14,0,9,100.0,100.0,14
249,FieldODEStateAndDerivative,org.apache.commons.math3.ode,4,0,0,0,0,4,100.0,0,49,0,2,0,8,0,5,0,4,100.0,100.0,5
250,FieldRotation,org.apache.commons.math3.geometry.euclidean.threed,173,0,0,78,0,251,68.92430278884463,0,5846,3,191,0,548,3,143,0,49,100.0,98.4536082474227,146
251,FieldStepNormalizer,org.apache.commons.math3.ode.sampling,0,0,28,0,0,28,0.0,250,0,32,0,53,0,24,0,8,0,0.0,0.0,24
252,FieldVector3D,org.apache.commons.math3.geometry.euclidean.threed,136,0,0,29,0,165,82.42424242424242,0,2021,0,72,0,259,0,118,0,82,100.0,100.0,118
253,FilterType,org.apache.commons.math3.ode.events,75,0,0,21,0,96,78.125,30,288,4,72,4,82,6,51,2,9,95.34883720930233,94.73684210526315,57
254,FiniteDifferencesDifferentiator,org.apache.commons.math3.analysis.differentiation,82,0,0,7,0,89,92.13483146067415,0,608,0,42,0,85,0,38,0,17,100.0,100.0,38
255,FirstMoment,org.apache.commons.math3.stat.descriptive.moment,9,0,1,3,0,13,69.23076923076923,6,106,0,2,3,32,1,8,1,7,91.42857142857143,100.0,9
256,FirstOrderConverter,org.apache.commons.math3.ode,7,0,0,0,0,7,100.0,0,75,0,0,0,14,0,3,0,3,100.0,,3
257,FixedElapsedTime,org.apache.commons.math3.genetics,5,0,0,3,1,9,66.66666666666666,14,35,1,5,3,8,2,4,1,2,72.72727272727273,83.33333333333334,6
258,FixedGenerationCount,org.apache.commons.math3.genetics,5,0,1,1,1,8,75.0,12,26,1,3,2,9,2,3,1,2,81.81818181818183,75.0,5
259,Floor,org.apache.commons.math3.analysis.function,0,0,0,1,0,1,0.0,0,6,0,0,0,2,0,2,0,2,100.0,,2
260,FourthMoment,org.apache.commons.math3.stat.descriptive.moment,24,0,1,2,0,27,88.8888888888889,6,107,0,2,3,26,1,7,1,6,89.65517241379311,100.0,8
261,Fraction,org.apache.commons.math3.fraction,121,0,2,19,1,143,85.31468531468529,26,895,8,90,5,179,8,73,0,32,97.28260869565217,91.83673469387756,81
262,FractionField,org.apache.commons.math3.fraction,5,0,0,0,0,5,100.0,3,19,0,0,1,8,1,7,1,7,88.88888888888889,,8
263,FractionFormat,org.apache.commons.math3.fraction,18,0,5,5,0,28,64.28571428571429,25,172,1,12,8,43,7,14,6,8,84.31372549019608,92.3076923076923,21
264,Frequency,org.apache.commons.math3.stat,71,0,10,5,0,86,82.55813953488372,32,558,9,47,11,145,8,59,1,38,92.94871794871796,83.92857142857143,67
265,FunctionUtils,org.apache.commons.math3.analysis,133,0,60,3,0,196,67.85714285714286,494,997,34,57,75,166,48,85,27,60,68.87966804979253,62.637362637362635,133
266,FuzzyKMeansClusterer,org.apache.commons.math3.ml.clustering,48,0,14,12,11,85,69.41176470588235,104,507,16,40,24,101,15,31,4,14,80.80000000000001,71.42857142857143,46
267,GLSMultipleLinearRegression,org.apache.commons.math3.stat.regression,8,0,3,1,0,12,66.66666666666666,21,95,0,2,3,21,1,7,1,6,87.5,100.0,8
268,GTest,org.apache.commons.math3.stat.inference,94,0,0,10,0,104,90.3846153846154,14,552,6,50,2,85,6,33,0,11,97.70114942528735,89.28571428571429,39
269,Gamma,org.apache.commons.math3.special,275,0,3,42,4,324,86.1111111111111,18,1047,6,92,4,167,7,58,1,15,97.6608187134503,93.87755102040816,65
270,GammaDistribution,org.apache.commons.math3.distribution,100,0,14,33,2,149,68.45637583892618,49,458,4,28,9,80,6,30,2,18,89.8876404494382,87.5,36
271,GaussIntegrator,org.apache.commons.math3.analysis.integration.gauss,12,0,0,0,0,12,100.0,8,92,1,3,1,21,1,7,0,6,95.45454545454545,75.0,8
272,GaussIntegratorFactory,org.apache.commons.math3.analysis.integration.gauss,15,0,0,0,0,15,100.0,0,117,0,2,0,18,0,9,0,8,100.0,100.0,9
273,GaussNewtonOptimizer,org.apache.commons.math3.fitting.leastsquares,32,0,3,2,2,39,87.1794871794872,69,824,7,59,14,191,15,46,8,20,93.17073170731707,89.39393939393939,61
274,GaussNewtonOptimizer,org.apache.commons.math3.optim.nonlinear.vector.jacobian,36,0,0,0,0,36,100.0,69,824,7,59,14,191,15,46,8,20,93.17073170731707,89.39393939393939,61
275,GaussNewtonOptimizer,org.apache.commons.math3.optimization.general,32,0,0,0,0,32,100.0,69,824,7,59,14,191,15,46,8,20,93.17073170731707,89.39393939393939,61
276,Gaussian,org.apache.commons.math3.analysis.function,66,0,1,4,0,71,92.95774647887323,4,331,0,20,1,58,1,20,1,10,98.30508474576271,100.0,21
277,GaussianCurveFitter,org.apache.commons.math3.fitting,57,0,19,18,0,94,60.63829787234043,61,497,21,37,20,102,16,32,0,19,83.60655737704919,63.793103448275865,48
278,GaussianFitter,org.apache.commons.math3.fitting,53,0,19,18,0,90,58.88888888888889,124,816,42,66,42,158,32,54,0,32,79.0,61.111111111111114,86
279,GaussianFitter,org.apache.commons.math3.optimization.fitting,53,0,19,18,0,90,58.88888888888889,124,816,42,66,42,158,32,54,0,32,79.0,61.111111111111114,86
280,GaussianRandomGenerator,org.apache.commons.math3.random,1,0,0,0,0,1,100.0,0,10,0,0,0,4,0,2,0,2,100.0,,2
281,GeneticAlgorithm,org.apache.commons.math3.genetics,17,0,0,12,0,29,58.620689655172406,25,149,6,12,6,39,7,14,1,11,86.66666666666667,66.66666666666666,21
282,GeometricDistribution,org.apache.commons.math3.distribution,43,0,2,2,0,47,91.48936170212765,16,138,2,16,3,28,4,17,2,10,90.32258064516128,88.88888888888889,21
283,GeometricMean,org.apache.commons.math3.stat.descriptive.moment,13,0,2,5,0,20,65.0,22,91,1,3,6,29,3,12,2,11,82.85714285714286,75.0,15
284,GillFieldIntegrator,org.apache.commons.math3.ode.nonstiff,7,0,0,0,0,7,100.0,0,202,0,2,0,28,0,6,0,5,100.0,100.0,6
285,GillFieldStepInterpolator,org.apache.commons.math3.ode.nonstiff,5,0,0,0,0,5,100.0,0,296,1,3,0,33,1,4,0,3,100.0,75.0,5
286,GillStepInterpolator,org.apache.commons.math3.ode.nonstiff,76,0,0,0,0,76,100.0,0,307,1,7,0,43,1,8,0,5,100.0,87.5,9
287,GradientFunction,org.apache.commons.math3.analysis.differentiation,5,0,0,0,0,5,100.0,0,68,0,4,0,14,0,4,0,2,100.0,100.0,4
288,GradientMultivariateOptimizer,org.apache.commons.math3.optim.nonlinear.scalar,4,0,0,0,0,4,100.0,0,42,1,3,0,10,1,5,0,4,100.0,75.0,6
289,GraggBulirschStoerIntegrator,org.apache.commons.math3.ode.nonstiff,274,0,3,89,48,414,77.7777777777778,25,1985,22,212,7,305,22,109,0,13,97.75641025641025,90.5982905982906,131
290,GraggBulirschStoerStepInterpolator,org.apache.commons.math3.ode.nonstiff,153,0,6,16,10,185,88.1081081081081,59,842,15,43,9,127,14,25,0,10,93.38235294117648,74.13793103448276,39
291,GumbelDistribution,org.apache.commons.math3.distribution,26,0,8,5,0,39,66.66666666666666,27,110,3,7,5,24,5,14,2,12,82.75862068965517,70.0,19
292,HaltonSequenceGenerator,org.apache.commons.math3.random,24,0,0,1,2,27,96.29629629629628,0,493,0,16,0,33,0,15,0,7,100.0,100.0,15
293,HarmonicCurveFitter,org.apache.commons.math3.fitting,70,0,1,28,0,99,70.7070707070707,11,582,2,32,2,122,3,25,1,10,98.38709677419355,94.11764705882352,28
294,HarmonicFitter,org.apache.commons.math3.fitting,67,0,0,28,0,95,70.52631578947368,8,968,4,56,2,194,4,42,0,16,98.9795918367347,93.33333333333333,46
295,HarmonicFitter,org.apache.commons.math3.optimization.fitting,67,0,0,28,0,95,70.52631578947368,8,968,4,56,2,194,4,42,0,16,98.9795918367347,93.33333333333333,46
296,HarmonicOscillator,org.apache.commons.math3.analysis.function,34,0,1,0,0,35,97.14285714285714,4,186,0,8,1,34,1,12,1,8,97.14285714285714,100.0,13
297,HermiteInterpolator,org.apache.commons.math3.analysis.interpolation,53,0,0,3,0,56,94.64285714285714,0,402,0,28,0,62,0,21,0,7,100.0,100.0,21
298,HermiteRuleFactory,org.apache.commons.math3.analysis.integration.gauss,70,0,0,0,1,71,100.0,0,334,0,24,0,69,0,14,0,2,100.0,100.0,14
299,HessenbergTransformer,org.apache.commons.math3.linear,104,0,1,4,0,109,95.41284403669724,3,503,3,51,1,76,4,29,1,5,98.7012987012987,94.44444444444444,33
300,HighamHall54FieldIntegrator,org.apache.commons.math3.ode.nonstiff,13,0,0,0,2,15,100.0,0,591,0,8,0,76,0,12,0,8,100.0,100.0,12
301,HighamHall54FieldStepInterpolator,org.apache.commons.math3.ode.nonstiff,4,0,0,1,0,5,80.0,0,439,1,3,0,30,1,4,0,3,100.0,75.0,5
302,HighamHall54Integrator,org.apache.commons.math3.ode.nonstiff,10,0,0,1,9,20,95.0,0,331,0,6,0,19,0,8,0,5,100.0,100.0,8
303,HighamHall54StepInterpolator,org.apache.commons.math3.ode.nonstiff,144,0,0,1,0,145,99.3103448275862,0,449,1,7,0,41,1,7,0,4,100.0,87.5,8
304,HitHistogram,org.apache.commons.math3.ml.neuralnet.twod.util,0,0,11,0,0,11,0.0,92,0,8,0,22,0,6,0,2,0,0.0,0.0,6
305,HypergeometricDistribution,org.apache.commons.math3.distribution,62,0,1,1,2,66,96.96969696969695,5,371,1,27,2,74,2,31,1,18,97.36842105263158,96.42857142857143,33
306,ISAACRandom,org.apache.commons.math3.random,143,0,4,5,3,155,94.19354838709677,30,992,1,19,5,124,2,21,1,12,96.12403100775194,95.0,23
307,Identity,org.apache.commons.math3.analysis.function,2,0,1,0,0,3,66.66666666666666,5,7,0,0,1,3,1,3,1,3,75.0,,4
308,Incrementor,org.apache.commons.math3.util,15,0,4,3,0,22,68.18181818181817,34,103,1,7,11,30,4,17,3,14,73.17073170731707,87.5,21
309,InitialGuess,org.apache.commons.math3.optim,1,0,0,0,0,1,100.0,0,26,0,0,0,8,0,4,0,4,100.0,,4
310,InitialGuess,org.apache.commons.math3.optimization,1,0,0,0,0,1,100.0,0,26,0,0,0,8,0,4,0,4,100.0,,4
311,InsideFinder,org.apache.commons.math3.geometry.partitioning,0,0,29,0,0,29,0.0,231,0,50,0,43,0,31,0,5,0,0.0,0.0,31
312,IntegerSequence,org.apache.commons.math3.util,31,0,1,3,6,41,90.24390243902441,20,226,1,17,5,48,4,29,3,21,90.56603773584906,94.44444444444444,33
313,InterpolatingMicrosphere,org.apache.commons.math3.analysis.interpolation,45,0,2,13,0,60,75.0,118,301,11,31,21,68,13,24,3,13,76.40449438202246,73.80952380952381,37
314,InterpolatingMicrosphere2D,org.apache.commons.math3.analysis.interpolation,6,0,1,0,0,7,85.71428571428571,9,38,0,2,3,6,2,2,2,1,66.66666666666666,100.0,4
315,Interval,org.apache.commons.math3.geometry.euclidean.oned,20,0,4,4,0,28,71.42857142857143,12,77,0,10,4,16,4,11,4,6,80.0,100.0,15
316,IntervalUtils,org.apache.commons.math3.stat.interval,10,0,0,4,0,14,71.42857142857143,3,92,0,10,2,19,1,11,1,6,90.47619047619048,100.0,12
317,IntervalsSet,org.apache.commons.math3.geometry.euclidean.oned,84,0,11,17,13,125,77.60000000000002,110,764,16,98,21,159,19,74,6,30,88.33333333333333,85.96491228070175,93
318,Inverse,org.apache.commons.math3.analysis.function,3,0,1,0,0,4,75.0,4,10,0,0,1,3,1,3,1,3,75.0,,4
319,IterationEvent,org.apache.commons.math3.util,1,0,0,0,0,1,100.0,0,10,0,0,0,4,0,2,0,2,100.0,,2
320,IterationManager,org.apache.commons.math3.util,4,0,2,1,1,8,62.5,44,98,0,8,12,27,6,13,6,9,69.23076923076923,100.0,19
321,IterativeLegendreGaussIntegrator,org.apache.commons.math3.analysis.integration,26,0,0,2,0,28,92.85714285714286,7,166,1,7,1,36,1,11,0,8,97.2972972972973,87.5,12
322,IterativeLinearSolver,org.apache.commons.math3.linear,4,0,6,3,0,13,30.76923076923077,34,58,0,6,10,17,3,6,3,3,62.96296296296296,100.0,9
323,IterativeLinearSolverEvent,org.apache.commons.math3.linear,0,0,1,0,0,1,0.0,6,5,0,0,2,2,2,1,2,1,50.0,,3
324,JDKRandomGenerator,org.apache.commons.math3.random,2,0,1,0,0,3,66.66666666666666,5,14,0,0,2,7,1,3,1,3,77.77777777777779,,4
325,JacobiPreconditioner,org.apache.commons.math3.linear,15,0,2,1,0,18,83.33333333333334,15,126,1,7,3,26,3,11,2,8,89.65517241379311,87.5,14
326,JacobianFunction,org.apache.commons.math3.analysis.differentiation,8,0,0,0,0,8,100.0,0,82,0,6,0,15,0,5,0,2,100.0,100.0,5
327,JacobianMatrices,org.apache.commons.math3.ode,79,0,4,11,0,94,84.04255319148936,67,700,15,51,13,125,16,36,1,18,90.57971014492753,77.27272727272727,52
328,JacobianMultivariateVectorOptimizer,org.apache.commons.math3.optim.nonlinear.vector,4,0,0,0,0,4,100.0,0,42,0,4,0,10,0,6,0,4,100.0,100.0,6
329,KMeansPlusPlusClusterer,org.apache.commons.math3.ml.clustering,38,0,27,24,0,89,42.69662921348314,340,1195,52,128,74,273,47,82,12,25,78.6743515850144,71.11111111111111,129
330,KMeansPlusPlusClusterer,org.apache.commons.math3.stat.clustering,47,0,5,33,3,88,56.81818181818182,340,1195,52,128,74,273,47,82,12,25,78.6743515850144,71.11111111111111,129
331,KalmanFilter,org.apache.commons.math3.filter,20,0,3,11,0,34,58.82352941176471,79,301,8,22,18,71,11,16,3,9,79.7752808988764,73.33333333333333,27
332,KendallsCorrelation,org.apache.commons.math3.stat.correlation,82,0,0,3,1,86,96.51162790697676,13,433,1,33,3,88,2,25,1,9,96.7032967032967,97.05882352941177,27
333,KohonenTrainingTask,org.apache.commons.math3.ml.neuralnet.sofm,2,0,0,0,0,2,100.0,0,27,0,2,0,8,0,3,0,2,100.0,100.0,3
334,KohonenUpdateAction,org.apache.commons.math3.ml.neuralnet.sofm,6,0,1,2,4,13,76.92307692307693,4,159,1,9,1,38,2,10,1,6,97.43589743589743,90.0,12
335,KolmogorovSmirnovDistribution,org.apache.commons.math3.distribution,71,0,15,16,4,106,70.75471698113208,105,377,12,36,16,59,13,18,3,4,78.66666666666666,75.0,31
336,KolmogorovSmirnovTest,org.apache.commons.math3.stat.inference,369,0,77,63,10,519,73.02504816955684,456,1654,62,146,70,304,51,86,4,29,81.28342245989305,70.1923076923077,137
337,KthSelector,org.apache.commons.math3.util,33,0,0,13,5,51,74.50980392156862,0,211,1,37,0,47,1,23,0,5,100.0,97.36842105263158,24
