,CLASS,PACKAGE,KILLED,MEMORY_ERROR,NO_COVERAGE,SURVIVED,TIMED_OUT,Total_Mutant,Mutation_Score,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED,Statement_Percentage,Branch_Percentage,CC
229,TransformerClosure,org.apache.commons.collections4.functors,3,0,1,0,0,4,75.0,3,21,0,2,1,8,1,4,1,3,88.88888888888889,100.0,5
230,TransformerPredicate,org.apache.commons.collections4.functors,4,0,1,0,0,5,80.0,3,34,0,4,1,10,1,5,1,3,90.9090909090909,100.0,6
231,TransformerUtils,org.apache.commons.collections4,25,0,0,0,0,25,100.0,0,137,0,4,0,34,0,25,0,23,100.0,100.0,25
232,TransformingComparator,org.apache.commons.collections4.comparators,12,0,0,9,0,21,57.14285714285714,14,101,9,13,0,22,7,9,0,5,100.0,59.09090909090909,16
233,TreeBag,org.apache.commons.collections4.bag,5,0,6,2,0,13,38.46153846153847,7,84,0,6,3,21,1,12,1,9,87.5,100.0,13
234,TreeBidiMap,org.apache.commons.collections4.bidimap,0,0,460,0,0,460,0.0,321,2797,54,302,64,638,56,281,11,147,90.88319088319088,84.8314606741573,337
235,TreeList,org.apache.commons.collections4.list,0,0,298,0,0,298,0.0,59,1559,17,171,18,355,16,139,1,59,95.17426273458445,90.95744680851064,155
236,TrieUtils,org.apache.commons.collections4,1,0,0,0,0,1,100.0,0,3,0,0,0,1,0,1,0,1,100.0,,1
237,TruePredicate,org.apache.commons.collections4.functors,3,0,0,0,0,3,100.0,0,11,0,0,0,4,0,4,0,4,100.0,,4
238,UniquePredicate,org.apache.commons.collections4.functors,2,0,0,0,0,2,100.0,0,17,0,0,0,5,0,3,0,3,100.0,,3
239,UnmodifiableBag,org.apache.commons.collections4.bag,3,0,6,0,0,9,33.33333333333333,12,63,0,2,3,20,3,12,3,11,86.95652173913044,100.0,15
240,UnmodifiableBidiMap,org.apache.commons.collections4.bidimap,0,0,9,0,0,9,0.0,0,79,0,4,0,23,0,14,0,12,100.0,100.0,14
241,UnmodifiableBoundedCollection,org.apache.commons.collections4.collection,9,0,3,4,0,16,56.25,29,75,5,9,7,21,7,13,2,11,75.0,64.28571428571429,20
242,UnmodifiableCollection,org.apache.commons.collections4.collection,4,0,0,0,0,4,100.0,0,45,0,2,0,13,0,10,0,9,100.0,100.0,10
243,UnmodifiableEntrySet,org.apache.commons.collections4.map,3,0,15,1,0,19,15.789473684210524,2,165,2,10,1,36,2,20,0,16,97.2972972972973,83.33333333333334,22
244,UnmodifiableIterator,org.apache.commons.collections4.iterators,6,0,0,0,0,6,100.0,0,38,0,4,0,12,0,7,0,5,100.0,100.0,7
245,UnmodifiableList,org.apache.commons.collections4.list,7,0,0,0,0,7,100.0,0,83,0,2,0,21,0,17,0,16,100.0,100.0,17
246,UnmodifiableListIterator,org.apache.commons.collections4.iterators,10,0,0,0,0,10,100.0,0,64,0,4,0,18,0,13,0,11,100.0,100.0,13
247,UnmodifiableMap,org.apache.commons.collections4.map,7,0,3,2,0,12,58.33333333333334,21,65,2,2,5,22,2,12,1,11,81.48148148148148,50.0,14
248,UnmodifiableMapIterator,org.apache.commons.collections4.iterators,8,0,0,0,0,8,100.0,0,51,0,4,0,15,0,10,0,8,100.0,100.0,10
249,UnmodifiableMultiSet,org.apache.commons.collections4.multiset,2,0,8,0,0,10,20.0,19,67,0,2,5,21,4,13,4,12,80.76923076923077,100.0,17
250,UnmodifiableMultiValuedMap,org.apache.commons.collections4.multimap,2,0,8,0,0,10,20.0,24,55,0,2,6,13,6,11,6,10,68.42105263157895,100.0,17
251,UnmodifiableNavigableSet,org.apache.commons.collections4.set,0,0,16,0,0,16,0.0,0,122,0,2,0,32,0,20,0,19,100.0,100.0,20
252,UnmodifiableOrderedBidiMap,org.apache.commons.collections4.bidimap,0,0,10,0,0,10,0.0,0,82,0,4,0,24,0,15,0,13,100.0,100.0,15
253,UnmodifiableOrderedMap,org.apache.commons.collections4.map,7,0,1,2,0,10,70.0,0,72,0,2,0,24,0,13,0,12,100.0,100.0,13
254,UnmodifiableOrderedMapIterator,org.apache.commons.collections4.iterators,10,0,0,0,0,10,100.0,0,59,0,4,0,17,0,12,0,10,100.0,100.0,12
255,UnmodifiableQueue,org.apache.commons.collections4.queue,5,0,0,3,0,8,62.5,8,64,0,2,2,20,2,13,2,12,90.9090909090909,100.0,15
256,UnmodifiableSet,org.apache.commons.collections4.set,3,0,0,1,0,4,75.0,0,45,0,2,0,13,0,10,0,9,100.0,100.0,10
257,UnmodifiableSortedBag,org.apache.commons.collections4.bag,3,0,6,0,0,9,33.33333333333333,12,61,0,2,3,19,3,12,3,11,86.36363636363636,100.0,15
258,UnmodifiableSortedBidiMap,org.apache.commons.collections4.bidimap,0,0,12,0,0,12,0.0,0,104,0,4,0,29,0,17,0,15,100.0,100.0,17
259,UnmodifiableSortedMap,org.apache.commons.collections4.map,9,0,4,2,0,15,60.0,29,67,0,2,4,21,4,14,4,13,84.0,100.0,18
260,UnmodifiableSortedSet,org.apache.commons.collections4.set,0,0,9,2,0,11,0.0,0,83,0,2,0,24,0,15,0,14,100.0,100.0,15
261,UnmodifiableTrie,org.apache.commons.collections4.trie,4,0,21,0,0,25,16.0,27,121,0,4,6,30,5,24,5,22,83.33333333333334,100.0,29
262,WhileClosure,org.apache.commons.collections4.functors,6,0,3,0,1,10,70.0,9,51,0,8,3,15,3,7,3,3,83.33333333333334,100.0,10
263,ZippingIterator,org.apache.commons.collections4.iterators,11,0,0,0,1,12,100.0,5,134,1,13,1,34,1,12,0,6,97.14285714285714,92.85714285714286,13
