GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
"commons-collections4 (Apr 2, 2019 8:21:36 PM)/commons-collections4/src/main/java",org.apache.commons.collections4.splitmap,TransformedSplitMap,24,94,3,5,7,22,5,10,2,9
"commons-collections4 (Apr 2, 2019 8:21:36 PM)/commons-collections4/src/main/java",org.apache.commons.collections4.splitmap,AbstractIterableGetMapDecorator,22,61,2,2,5,18,5,13,3,13
"commons-collections4 (Apr 2, 2019 8:21:36 PM)/commons-collections4/src/main/java",org.apache.commons.collections4.keyvalue,MultiKey,0,190,0,12,0,38,0,20,0,14
"commons-collections4 (Apr 2, 2019 8:21:36 PM)/commons-collections4/src/main/java",org.apache.commons.collections4.keyvalue,DefaultKeyValue,4,110,5,19,1,24,5,16,0,9
"commons-collections4 (Apr 2, 2019 8:21:36 PM)/commons-collections4/src/main/java",org.apache.commons.collections4.keyvalue,AbstractMapEntry,0,70,1,19,0,13,1,13,0,4
"commons-collections4 (Apr 2, 2019 8:21:36 PM)/commons-collections4/src/main/java",org.apache.commons.collections4.keyvalue,DefaultMapEntry,0,19,0,0,0,6,0,3,0,3
"commons-collections4 (Apr 2, 2019 8:21:36 PM)/commons-collections4/src/main/java",org.apache.commons.collections4.keyvalue,AbstractMapEntryDecorator,11,36,2,2,3,11,3,7,1,7
"commons-collections4 (Apr 2, 2019 8:21:36 PM)/commons-collections4/src/main/java",org.apache.commons.collections4.keyvalue,TiedMapEntry,4,105,5,17,1,21,5,13,0,7
"commons-collections4 (Apr 2, 2019 8:21:36 PM)/commons-collections4/src/main/java",org.apache.commons.collections4.keyvalue,UnmodifiableMapEntry,0,24,0,0,0,7,0,4,0,4
"commons-collections4 (Apr 2, 2019 8:21:36 PM)/commons-collections4/src/main/java",org.apache.commons.collections4.keyvalue,AbstractKeyValue,0,44,0,0,0,17,0,6,0,6
"commons-collections4 (Apr 2, 2019 8:21:36 PM)/commons-collections4/src/main/java",org.apache.commons.collections4.collection,UnmodifiableCollection,0,45,0,2,0,13,0,10,0,9
