GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
"commons-collections4 (Apr 2, 2019 8:31:09 PM)/commons-collections4/src/main/java",org.apache.commons.collections4.keyvalue,TiedMapEntry,4,105,5,17,1,21,5,13,0,7
"commons-collections4 (Apr 2, 2019 8:31:09 PM)/commons-collections4/src/main/java",org.apache.commons.collections4.keyvalue,AbstractKeyValue,0,44,0,0,0,17,0,6,0,6
"commons-collections4 (Apr 2, 2019 8:31:09 PM)/commons-collections4/src/main/java",org.apache.commons.collections4.keyvalue,AbstractMapEntryDecorator,11,36,2,2,3,11,3,7,1,7
"commons-collections4 (Apr 2, 2019 8:31:09 PM)/commons-collections4/src/main/java",org.apache.commons.collections4.keyvalue,AbstractMapEntry,2,68,3,17,1,12,3,11,0,4
"commons-collections4 (Apr 2, 2019 8:31:09 PM)/commons-collections4/src/main/java",org.apache.commons.collections4.keyvalue,MultiKey,0,190,0,12,0,38,0,20,0,14
"commons-collections4 (Apr 2, 2019 8:31:09 PM)/commons-collections4/src/main/java",org.apache.commons.collections4.keyvalue,DefaultMapEntry,0,19,0,0,0,6,0,3,0,3
"commons-collections4 (Apr 2, 2019 8:31:09 PM)/commons-collections4/src/main/java",org.apache.commons.collections4.keyvalue,UnmodifiableMapEntry,0,24,0,0,0,7,0,4,0,4
"commons-collections4 (Apr 2, 2019 8:31:09 PM)/commons-collections4/src/main/java",org.apache.commons.collections4.keyvalue,DefaultKeyValue,4,110,5,19,1,24,5,16,0,9
"commons-collections4 (Apr 2, 2019 8:31:09 PM)/commons-collections4/src/main/java",org.apache.commons.collections4.splitmap,TransformedSplitMap,24,94,3,5,7,22,5,10,2,9
"commons-collections4 (Apr 2, 2019 8:31:09 PM)/commons-collections4/src/main/java",org.apache.commons.collections4.splitmap,AbstractIterableGetMapDecorator,17,59,1,1,4,17,4,13,3,13
"commons-collections4 (Apr 2, 2019 8:31:09 PM)/commons-collections4/src/main/java",org.apache.commons.collections4.collection,CompositeCollection,50,336,1,41,14,77,7,39,6,19
"commons-collections4 (Apr 2, 2019 8:31:09 PM)/commons-collections4/src/main/java",org.apache.commons.collections4.collection,SynchronizedCollection,5,228,2,8,1,47,2,23,0,20
"commons-collections4 (Apr 2, 2019 8:31:09 PM)/commons-collections4/src/main/java",org.apache.commons.collections4.collection,IndexedCollection,6,209,1,21,1,53,2,25,1,15
"commons-collections4 (Apr 2, 2019 8:31:09 PM)/commons-collections4/src/main/java",org.apache.commons.collections4.collection,UnmodifiableBoundedCollection,29,75,5,9,7,21,7,13,2,11
"commons-collections4 (Apr 2, 2019 8:31:09 PM)/commons-collections4/src/main/java",org.apache.commons.collections4.collection,PredicatedCollection,0,85,0,8,0,17,0,9,0,5
"commons-collections4 (Apr 2, 2019 8:31:09 PM)/commons-collections4/src/main/java",org.apache.commons.collections4.collection,UnmodifiableCollection,0,45,0,2,0,13,0,10,0,9
"commons-collections4 (Apr 2, 2019 8:31:09 PM)/commons-collections4/src/main/java",org.apache.commons.collections4.collection,AbstractCollectionDecorator,3,100,0,6,2,25,1,22,1,19
"commons-collections4 (Apr 2, 2019 8:31:09 PM)/commons-collections4/src/main/java",org.apache.commons.collections4.collection,TransformedCollection,0,103,1,7,0,20,1,10,0,7
"commons-collections4 (Apr 2, 2019 8:31:09 PM)/commons-collections4/src/main/java",org.apache.commons.collections4.comparators,ReverseComparator,8,45,2,6,3,12,3,6,1,4
"commons-collections4 (Apr 2, 2019 8:31:09 PM)/commons-collections4/src/main/java",org.apache.commons.collections4.comparators,TransformingComparator,25,87,10,10,3,19,9,6,1,4
"commons-collections4 (Apr 2, 2019 8:31:09 PM)/commons-collections4/src/main/java",org.apache.commons.collections4.comparators,ComparatorChain,68,209,15,27,21,60,18,21,6,12
"commons-collections4 (Apr 2, 2019 8:31:09 PM)/commons-collections4/src/main/java",org.apache.commons.collections4.comparators,BooleanComparator,7,79,1,13,1,19,2,15,1,9
"commons-collections4 (Apr 2, 2019 8:31:09 PM)/commons-collections4/src/main/java",org.apache.commons.collections4.comparators,ComparableComparator,0,32,1,5,0,8,1,8,0,6
"commons-collections4 (Apr 2, 2019 8:31:09 PM)/commons-collections4/src/main/java",org.apache.commons.collections4.comparators,NullComparator,14,92,4,20,3,20,5,14,1,6
"commons-collections4 (Apr 2, 2019 8:31:09 PM)/commons-collections4/src/main/java",org.apache.commons.collections4.comparators,FixedOrderComparator.UnknownObjectBehavior,0,34,0,0,0,2,0,1,0,1
"commons-collections4 (Apr 2, 2019 8:31:09 PM)/commons-collections4/src/main/java",org.apache.commons.collections4.comparators,FixedOrderComparator,68,315,22,44,7,62,20,26,0,12
"commons-collections4 (Apr 2, 2019 8:31:09 PM)/commons-collections4/src/main/java",org.apache.commons.collections4.sequence,DeleteCommand,0,9,0,0,0,4,0,2,0,2
"commons-collections4 (Apr 2, 2019 8:31:09 PM)/commons-collections4/src/main/java",org.apache.commons.collections4.sequence,SequencesComparator.Snake,0,21,0,0,0,8,0,4,0,4
"commons-collections4 (Apr 2, 2019 8:31:09 PM)/commons-collections4/src/main/java",org.apache.commons.collections4.sequence,ReplacementsFinder,65,0,4,0,18,0,6,0,4,0
"commons-collections4 (Apr 2, 2019 8:31:09 PM)/commons-collections4/src/main/java",org.apache.commons.collections4.sequence,KeepCommand,0,9,0,0,0,4,0,2,0,2
"commons-collections4 (Apr 2, 2019 8:31:09 PM)/commons-collections4/src/main/java",org.apache.commons.collections4.sequence,SequencesComparator,5,558,3,79,1,87,3,44,0,6
"commons-collections4 (Apr 2, 2019 8:31:09 PM)/commons-collections4/src/main/java",org.apache.commons.collections4.sequence,EditCommand,0,9,0,0,0,4,0,2,0,2
"commons-collections4 (Apr 2, 2019 8:31:09 PM)/commons-collections4/src/main/java",org.apache.commons.collections4.sequence,InsertCommand,0,9,0,0,0,4,0,2,0,2
"commons-collections4 (Apr 2, 2019 8:31:09 PM)/commons-collections4/src/main/java",org.apache.commons.collections4.sequence,EditScript,3,69,0,2,1,18,1,7,1,6
"commons-collections4 (Apr 2, 2019 8:31:09 PM)/commons-collections4/src/main/java",org.apache.commons.collections4.trie.analyzer,StringKeyAnalyzer,15,174,10,24,5,40,11,14,1,7
